,symbol,exchange,industry,sector,name
THL,THL,SET,ทรัพยากร,เหมืองแร่,บริษัท ทุ่งคาฮาเบอร์ จำกัด (มหาชน)
THMUI,THMUI,MAI,บริการ,-,บริษัท ไทยมุ้ย คอร์ปอเรชั่น จำกัด (มหาชน)
THRE,THRE,SET,ธุรกิจการเงิน,ประกันภัยและประกันชีวิต,บริษัท ไทยรับประกันภัยต่อ จำกัด (มหาชน)
THREL,THREL,SET,ธุรกิจการเงิน,ประกันภัยและประกันชีวิต,บริษัท ไทยรีประกันชีวิต จำกัด (มหาชน)
TIGER,TIGER,MAI,อสังหาริมทรัพย์และก่อสร้าง,-,บริษัท ไทย อิงเกอร์ โฮลดิ้ง จำกัด (มหาชน)
TIP,TIP,SET,ธุรกิจการเงิน,ประกันภัยและประกันชีวิต,บริษัท ทิพยประกันภัย จำกัด (มหาชน)
TIPCO,TIPCO,SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,บริษัท ทิปโก้ฟูดส์ จำกัด (มหาชน)
TISCO,TISCO,SET,ธุรกิจการเงิน,ธนาคาร,บริษัท ทิสโก้ไฟแนนเชียลกรุ๊ป จำกัด (มหาชน)
TITLE,TITLE,MAI,อสังหาริมทรัพย์และก่อสร้าง,-,บริษัท ร่มโพธิ์ พร็อพเพอร์ตี้ จำกัด (มหาชน)
TIW,TIW,SET,สินค้าอุตสาหกรรม,เหล็ก,บริษัท ไทยแลนด์ไอออนเวิคส์ จำกัด (มหาชน)
TK,TK,SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,บริษัท ฐิติกร จำกัด (มหาชน)
TKN,TKN,SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,บริษัท เถ้าแก่น้อย ฟู๊ดแอนด์มาร์เก็ตติ้ง จำกัด (มหาชน)
TKS,TKS,SET,บริการ,สื่อและสิ่งพิมพ์,บริษัท ที.เค.เอส. เทคโนโลยี จำกัด (มหาชน)
TKT,TKT,SET,สินค้าอุตสาหกรรม,ยานยนต์,บริษัท ที.กรุงไทยอุตสาหกรรม จำกัด (มหาชน)
TLHPF,TLHPF,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,กองทุนรวมอสังหาริมทรัพย์ ไทยแลนด์ โฮสพีทาลิตี้
TM,TM,MAI,สินค้าอุปโภคบริโภค,-,บริษัท เทคโนเมดิคัล จำกัด (มหาชน)
TMB,TMB,SET,ธุรกิจการเงิน,ธนาคาร,ธนาคารทหารไทย จำกัด (มหาชน)
TMC,TMC,MAI,สินค้าอุตสาหกรรม,-,บริษัท ที.เอ็ม.ซี. อุตสาหกรรม จำกัด (มหาชน)
TMD,TMD,SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,บริษัท อุตสาหกรรมถังโลหะไทย จำกัด (มหาชน)
TMI,TMI,MAI,สินค้าอุตสาหกรรม,-,บริษัท ธีระมงคล อุตสาหกรรม จำกัด (มหาชน)
TMILL,TMILL,MAI,เกษตรและอุตสาหกรรมอาหาร,-,บริษัท ที เอส ฟลาวมิลล์ จำกัด (มหาชน)
TMT,TMT,SET,สินค้าอุตสาหกรรม,เหล็ก,บริษัท ทีเอ็มที สตีล จำกัด (มหาชน)
TMW,TMW,MAI,สินค้าอุตสาหกรรม,-,บริษัท ไทยมิตซูวา จำกัด (มหาชน)
TNDT,TNDT,MAI,บริการ,-,บริษัท ไทย เอ็น ดี ที จำกัด (มหาชน)
TNH,TNH,MAI,บริการ,-,บริษัท โรงพยาบาลไทยนครินทร์ จำกัด (มหาชน)
TNITY,TNITY,SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,บริษัท ทรีนีตี้ วัฒนา จำกัด (มหาชน)
TNL,TNL,SET,สินค้าอุปโภคบริโภค,แฟชั่น,บริษัท ธนูลักษณ์ จำกัด (มหาชน)
TNPC,TNPC,SET,สินค้าอุตสาหกรรม,ยานยนต์,บริษัท ไทยนามพลาสติกส์ จำกัด (มหาชน)
TNPF,TNPF,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,กองทุนรวมอสังหาริมทรัพย์และสิทธิการเช่าตรีนิตี้
TNR,TNR,SET,สินค้าอุปโภคบริโภค,ของใช้ส่วนตัวและเวชภัณฑ์,บริษัท ไทยนิปปอนรับเบอร์อินดัสตรี้ จำกัด (มหาชน)
TOA,TOA,SET,อสังหาริมทรัพย์และก่อสร้าง,วัสดุก่อสร้าง,บริษัท ทีโอเอ เพ้นท์ (ประเทศไทย) จำกัด (มหาชน)
TOG,TOG,SET,สินค้าอุปโภคบริโภค,ของใช้ส่วนตัวและเวชภัณฑ์,บริษัท ไทยออพติคอล กรุ๊ป จำกัด (มหาชน)
TOP,TOP,SET,ทรัพยากร,พลังงานและสาธารณูปโภค,บริษัท ไทยออยล์ จำกัด (มหาชน)
TOPP,TOPP,SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,บริษัท ไทย โอ.พี.พี. จำกัด (มหาชน)
TPA,TPA,SET,สินค้าอุตสาหกรรม,ปิโตรเคมีและเคมีภัณฑ์,บริษัท ไทยโพลีอะคริลิค จำกัด (มหาชน)
